crsp_portno,cik,accession,tsr_filingdate_first,tsr_reportdate_first,tsr_score,phrase_hits,anchor_hits,ncsr_html,filing_dir,evidence_snippet
1026216,914036,0001398344-25-005207,2025-03-07,2024-12-31,9541,ML_PROBA=0.954128,THRESHOLD=0.50,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0000914036/2024-12-31/000139834425005207/fp0092024-1_ncsrixbrl.htm,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0000914036/2024-12-31/000139834425005207,"MEMBER 2024-12-31 ISO4217:USD XBRLI:SHARES ISO4217:USD XBRLI:SHARES XBRLI:PURE UTR:D LINCOLNNATIONALCORP:HOLDING LVIP JPMORGAN MID CAP VALUE FUND SERVICE CLASS ANNUAL SHAREHOLDER REPORT - DECEMBER 31, 2024 THIS ANNUAL SHAREHOLDER REPORT CONTAINS IMPORTANT INFORMATION ABOUT LVIP JPMORGAN MID CAP VALUE FUND FOR THE PERIOD OF JANUARY 1, 2024 TO D"
1026217,914036,0001398344-25-005207,2025-03-07,2024-12-31,9541,ML_PROBA=0.954128,THRESHOLD=0.50,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0000914036/2024-12-31/000139834425005207/fp0092024-1_ncsrixbrl.htm,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0000914036/2024-12-31/000139834425005207,"MEMBER 2024-12-31 ISO4217:USD XBRLI:SHARES ISO4217:USD XBRLI:SHARES XBRLI:PURE UTR:D LINCOLNNATIONALCORP:HOLDING LVIP JPMORGAN MID CAP VALUE FUND SERVICE CLASS ANNUAL SHAREHOLDER REPORT - DECEMBER 31, 2024 THIS ANNUAL SHAREHOLDER REPORT CONTAINS IMPORTANT INFORMATION ABOUT LVIP JPMORGAN MID CAP VALUE FUND FOR THE PERIOD OF JANUARY 1, 2024 TO D"
1026218,914036,0001398344-25-005207,2025-03-07,2024-12-31,9541,ML_PROBA=0.954128,THRESHOLD=0.50,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0000914036/2024-12-31/000139834425005207/fp0092024-1_ncsrixbrl.htm,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0000914036/2024-12-31/000139834425005207,"MEMBER 2024-12-31 ISO4217:USD XBRLI:SHARES ISO4217:USD XBRLI:SHARES XBRLI:PURE UTR:D LINCOLNNATIONALCORP:HOLDING LVIP JPMORGAN MID CAP VALUE FUND SERVICE CLASS ANNUAL SHAREHOLDER REPORT - DECEMBER 31, 2024 THIS ANNUAL SHAREHOLDER REPORT CONTAINS IMPORTANT INFORMATION ABOUT LVIP JPMORGAN MID CAP VALUE FUND FOR THE PERIOD OF JANUARY 1, 2024 TO D"
1026219,736913,0000898432-25-000136,2025-02-20,2024-12-31,9591,ML_PROBA=0.959064,THRESHOLD=0.50,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0000736913/2024-12-31/000089843225000136/nbamt-combined3.htm,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0000736913/2024-12-31/000089843225000136,":USD XBRLI:SHARES XBRLI:PURE UTR:D NEUBERGERBERMAN:HOLDING 0000736913 2024-01-01 2024-12-31 NEUBERGER BERMAN ADVISERS MANAGEMENT TRUST MID CAP GROWTH PORTFOLIO ANNUAL SHAREHOLDER REPORT DECEMBER 31, 2024 CLASS I THIS ANNUAL SHAREHOLDER REPORT CONTAINS IMPORTANT INFORMATION ABOUT THE FUND FOR THE PERIOD OF JANUARY 1, 2024 TO DECEMBER 31, 2024."
1026220,891160,0001398344-25-003752,2025-02-28,2024-12-31,9774,ML_PROBA=0.977394,THRESHOLD=0.50,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0000891160/2024-12-31/000139834425003752/fp0091614-3_ncsrixbrl.htm,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0000891160/2024-12-31/000139834425003752,"TREASURYOBLIGATIONSSECTORMEMBER 2024-12-31 ISO4217:USD XBRLI:SHARES ISO4217:USD XBRLI:SHARES XBRLI:PURE UTR:D SIT:HOLDING SCHWARTZ VALUE FOCUSED FUND ( RCMFX ) ANNUAL SHAREHOLDER REPORT - DECEMBER 31, 2024 FUND OVERVIEW THIS ANNUAL SHAREHOLDER REPORT CONTAINS IMPORTANT INFORMATION ABOUT SCHWARTZ VALUE FOCUSED FUND (THE ""FUND"") FOR THE PERIOD O"
1026223,814680,0000814680-25-000002,2025-02-25,2024-12-31,9228,ML_PROBA=0.922807,THRESHOLD=0.50,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0000814680/2024-12-31/000081468025000002/ck0000814680-20241231.htm,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0000814680/2024-12-31/000081468025000002,"ITEM 1. REPORTS TO STOCKHOLDERS. (A) PROVIDED UNDER SEPARATE COVER. ANNUAL SHAREHOLDER REPORT VP AVANTIS GLOBAL EQUITY ALLOCATION FUND CLASS I ( AVVPX ) DECEMBER 31, 2024 THIS ANNUAL SHAREHOLDER REPORT CONTAINS IMPORTANT INFORMATION ABOUT VP AVANTIS GLO"
1026228,1064046,0001398344-25-005176,2025-03-07,2024-12-31,9504,ML_PROBA=0.950356,THRESHOLD=0.50,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0001064046/2024-12-31/000139834425005176/fp0091418-55_ncsrixbrl.htm,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0001064046/2024-12-31/000139834425005176,"OLDERS PURSUANT TO RULE 30E-1 UNDER THE INVESTMENT COMPANY ACT OF 1940, AS AMENDED (THE “INVESTMENT COMPANY ACT”), IS AS FOLLOWS: BANKING FUND VARIABLE ANNUITY ANNUAL SHAREHOLDER REPORT | 12.31.24 THIS ANNUAL SHAREHOLDER REPORT CONTAINS IMPORTANT INFORMATION ABOUT THE BANKING FUND FOR THE PERIOD OF JANUARY 1, 2024 TO DECEMBER 31, 2024. YOU CAN"
1026229,813900,0001104659-25-020739,2025-03-05,2024-12-31,9809,ML_PROBA=0.980886,THRESHOLD=0.50,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0000813900/2024-12-31/000110465925020739/tm255536d1_ncsr.htm,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0000813900/2024-12-31/000110465925020739,
1026233,813900,0001104659-25-020739,2025-03-05,2024-12-31,9809,ML_PROBA=0.980886,THRESHOLD=0.50,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0000813900/2024-12-31/000110465925020739/tm255536d1_ncsr.htm,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0000813900/2024-12-31/000110465925020739,
1026234,813900,0001104659-25-020739,2025-03-05,2024-12-31,9809,ML_PROBA=0.980886,THRESHOLD=0.50,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0000813900/2024-12-31/000110465925020739/tm255536d1_ncsr.htm,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0000813900/2024-12-31/000110465925020739,
1026238,916053,0001133228-24-011076,2024-12-09,2024-09-30,9416,ML_PROBA=0.941582,THRESHOLD=0.50,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0000916053/2024-09-30/000113322824011076/msf-efp9936_ncsr.htm,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0000916053/2024-09-30/000113322824011076,"ITEM 1. REPORTS TO STOCKHOLDERS. (A) THE REPORTS TO STOCKHOLDERS ARE ATTACHED HEREWITH. MASSMUTUAL TOTAL RETURN BOND FUND CLASS I | MSPZX ANNUAL SHAREHOLDER REPORT | SEPTEMBER 30, 2024 THIS ANNUAL SHAREHOLDER REPORT CONTAINS IMPORTANT INFORMATION ABOUT THE MASSMUTUAL TOTAL RETURN BOND FUND (THE “FUND”) FOR THE PERIOD OF O"
1026241,816153,0001999371-24-015130,2024-12-03,2024-09-30,9759,ML_PROBA=0.975916,THRESHOLD=0.50,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0000816153/2024-09-30/000199937124015130/tbit-ncsr_093024.htm,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0000816153/2024-09-30/000199937124015130,
1026242,813900,0001104659-25-020739,2025-03-05,2024-12-31,9809,ML_PROBA=0.980886,THRESHOLD=0.50,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0000813900/2024-12-31/000110465925020739/tm255536d1_ncsr.htm,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0000813900/2024-12-31/000110465925020739,
1026260,315774,0001435109-24-000330,2024-08-27,2024-06-30,9698,ML_PROBA=0.969800,THRESHOLD=0.50,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0000315774/2024-06-30/000143510924000330/primary-document.htm,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0000315774/2024-06-30/000143510924000330,"R OEF:CONSUMERSTAPLESSECTORMEMBER 2024-06-30 ISO4217:USD XBRLI:SHARES ISO4217:USD XBRLI:SHARES XBRLI:PURE UTR:D FORUM:HOLDING DF DENT PREMIER GROWTH FUND DFDPX ANNUAL SHAREHOLDER REPORT - JUNE 30, 2024 FUND OVERVIEW THIS ANNUAL SHAREHOLDER REPORT CONTAINS IMPORTANT INFORMATION ABOUT THE DF DENT PREMIER GROWTH FUND FOR THE PERIOD OF JULY 1, 202"
1026264,722574,0000722574-24-000260,2024-09-20,2024-07-31,9712,ML_PROBA=0.971234,THRESHOLD=0.50,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0000722574/2024-07-31/000072257424000260/filing7907.htm,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0000722574/2024-07-31/000072257424000260,"ITEM 1. REPORTS TO STOCKHOLDERS ANNUAL SHAREHOLDER REPORT | AS OF JULY 31, 2024 THIS REPORT DESCRIBES CHANGES TO THE FUND THAT OCCURRED DURING THE REPORTING PERIOD. FIDELITY ADVISOR® LEVERAGED COMPANY STOCK FUND FIDEL"
1026267,355916,0001968732-25-000012,2025-02-24,2024-12-31,9707,ML_PROBA=0.970697,THRESHOLD=0.50,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0000355916/2024-12-31/000196873225000012/primary-document.htm,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0000355916/2024-12-31/000196873225000012,
1026275,1142728,0001162044-25-000266,2025-03-03,2024-12-31,9291,ML_PROBA=0.929076,THRESHOLD=0.50,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0001142728/2024-12-31/000116204425000266/northquestncsr.htm,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0001142728/2024-12-31/000116204425000266,"ITEM 1. REPORT TO SHAREHOLDERS. NORTHQUEST CAPITAL FUND, INC. ANNUAL SHAREHOLDER REPORT DECEMBER 31, 2024 NORTHQUEST CAPITAL FUND , INC. NQCFX ADDITIONAL INFORMATION THIS ANNUAL SHAREHOLDER REPORT CONTAINS IMPORTANT INFORMATION ABOUT THE NORTHQUES"
1026278,918294,0001193125-25-028256,2025-02-18,2024-12-31,9550,ML_PROBA=0.955033,THRESHOLD=0.50,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0000918294/2024-12-31/000119312525028256/d910328dncsr.htm,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0000918294/2024-12-31/000119312525028256,"ITEM 1. REPORTS TO SHAREHOLDERS (A) REPORT PURSUANT TO RULE 30E-1 ANNUAL SHAREHOLDER REPORT DECEMBER 31, 2024 ALL-CAP OPPORTUNITIES PORTFOLIO ( QAOSWX ) THIS ANNUAL SHAREHOLDER REPORT CONTAINS IMPORTANT INFORMATION ABOUT ALL-CAP OPPORTUNITIES PORTFOLI"
1026281,1050918,0001580642-25-000150,2025-01-08,2024-10-31,9881,ML_PROBA=0.988065,THRESHOLD=0.50,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0001050918/2024-10-31/000158064225000150/oak-ncsr.htm,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0001050918/2024-10-31/000158064225000150,"LOGYSECTORMEMBER 2024-10-31 ISO4217:USD XBRLI:SHARES ISO4217:USD XBRLI:SHARES XBRLI:PURE UTR:D OAF:HOLDING BLACK OAK EMERGING TECHNOLOGY FUND CLASS I ( BOGSX ) ANNUAL SHAREHOLDER REPORT - OCTOBER 31, 2024 FUND OVERVIEW THIS ANNUAL SHAREHOLDER REPORT CONTAINS IMPORTANT INFORMATION ABOUT BLACK OAK EMERGING TECHNOLOGY FUND (THE ""FUND"") FOR THE PE"
1026293,720318,0000720318-25-000010,2025-02-21,2024-12-31,9630,ML_PROBA=0.963013,THRESHOLD=0.50,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0000720318/2024-12-31/000072031825000010/filing8409.htm,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0000720318/2024-12-31/000072031825000010,"ITEM 1. REPORTS TO STOCKHOLDERS ANNUAL SHAREHOLDER REPORT | AS OF DECEMBER 31, 2024 THIS REPORT DESCRIBES CHANGES TO THE FUND THAT OCCURRED DURING THE REPORTING PERIOD. VIP MATERIALS PORTFOLIO VIP MATERIALS PORTFOLIO"
1026294,720318,0000720318-25-000010,2025-02-21,2024-12-31,9630,ML_PROBA=0.963013,THRESHOLD=0.50,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0000720318/2024-12-31/000072031825000010/filing8409.htm,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0000720318/2024-12-31/000072031825000010,"ITEM 1. REPORTS TO STOCKHOLDERS ANNUAL SHAREHOLDER REPORT | AS OF DECEMBER 31, 2024 THIS REPORT DESCRIBES CHANGES TO THE FUND THAT OCCURRED DURING THE REPORTING PERIOD. VIP MATERIALS PORTFOLIO VIP MATERIALS PORTFOLIO"
1026295,720318,0000720318-25-000010,2025-02-21,2024-12-31,9630,ML_PROBA=0.963013,THRESHOLD=0.50,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0000720318/2024-12-31/000072031825000010/filing8409.htm,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0000720318/2024-12-31/000072031825000010,"ITEM 1. REPORTS TO STOCKHOLDERS ANNUAL SHAREHOLDER REPORT | AS OF DECEMBER 31, 2024 THIS REPORT DESCRIBES CHANGES TO THE FUND THAT OCCURRED DURING THE REPORTING PERIOD. VIP MATERIALS PORTFOLIO VIP MATERIALS PORTFOLIO"
1026296,720318,0000720318-25-000010,2025-02-21,2024-12-31,9630,ML_PROBA=0.963013,THRESHOLD=0.50,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0000720318/2024-12-31/000072031825000010/filing8409.htm,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0000720318/2024-12-31/000072031825000010,"ITEM 1. REPORTS TO STOCKHOLDERS ANNUAL SHAREHOLDER REPORT | AS OF DECEMBER 31, 2024 THIS REPORT DESCRIBES CHANGES TO THE FUND THAT OCCURRED DURING THE REPORTING PERIOD. VIP MATERIALS PORTFOLIO VIP MATERIALS PORTFOLIO"
1026297,720318,0000720318-25-000010,2025-02-21,2024-12-31,9630,ML_PROBA=0.963013,THRESHOLD=0.50,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0000720318/2024-12-31/000072031825000010/filing8409.htm,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0000720318/2024-12-31/000072031825000010,"ITEM 1. REPORTS TO STOCKHOLDERS ANNUAL SHAREHOLDER REPORT | AS OF DECEMBER 31, 2024 THIS REPORT DESCRIBES CHANGES TO THE FUND THAT OCCURRED DURING THE REPORTING PERIOD. VIP MATERIALS PORTFOLIO VIP MATERIALS PORTFOLIO"
1026301,1131042,0001133228-25-006232,2025-06-09,2025-03-31,9741,ML_PROBA=0.974093,THRESHOLD=0.50,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0001131042/2025-03-31/000113322825006232/gpsi-efp15843_ncsr.htm,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0001131042/2025-03-31/000113322825006232,"ITEM 1. REPORTS TO STOCKHOLDERS. (A) GUIDEMARK LARGE CAP CORE FUND SERVICE SHARES | GMLGX ANNUAL SHAREHOLDER REPORT | MARCH 31, 2025 THIS ANNUAL SHAREHOLDER REPORT CONTAINS IMPORTANT INFORMATION ABOUT THE GUIDEMARK LARGE CAP CORE FUND (THE “FUND”) FOR THE PERIOD OF APRIL 1,"
1026304,1131042,0001133228-25-006232,2025-06-09,2025-03-31,9741,ML_PROBA=0.974093,THRESHOLD=0.50,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0001131042/2025-03-31/000113322825006232/gpsi-efp15843_ncsr.htm,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0001131042/2025-03-31/000113322825006232,"ITEM 1. REPORTS TO STOCKHOLDERS. (A) GUIDEMARK LARGE CAP CORE FUND SERVICE SHARES | GMLGX ANNUAL SHAREHOLDER REPORT | MARCH 31, 2025 THIS ANNUAL SHAREHOLDER REPORT CONTAINS IMPORTANT INFORMATION ABOUT THE GUIDEMARK LARGE CAP CORE FUND (THE “FUND”) FOR THE PERIOD OF APRIL 1,"
1026316,825316,0001193125-25-032101,2025-02-21,2024-12-31,9603,ML_PROBA=0.960340,THRESHOLD=0.50,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0000825316/2024-12-31/000119312525032101/d906706dncsr.htm,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0000825316/2024-12-31/000119312525032101,"ITEM 1. REPORTS TO STOCKHOLDERS. CLASS A DECEMBER 31, 2024 SCAN ME PLEASE SCAN QR CODE FOR PORTFOLIO INFORMATION AB VPS DYNAMIC ASSET ALLOCATION PORTFOLIO ANNUAL SHAREHOLDER REPORT THIS ANNUAL SHAREHOLDER REPORT CONTAINS IMPORTANT INFORMATION ABOUT THE AB VPS DYNAMIC ASSET ALLOCATION PORTFOLIO (THE “PORTFOLIO”) FOR THE PERIOD OF JANUARY 1"
1026318,35341,0000035341-25-000093,2025-03-25,2025-01-31,9693,ML_PROBA=0.969297,THRESHOLD=0.50,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0000035341/2025-01-31/000003534125000093/filing8499.htm,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0000035341/2025-01-31/000003534125000093,"ITEM 1. REPORTS TO STOCKHOLDERS ANNUAL SHAREHOLDER REPORT | AS OF JANUARY 31, 2025 THIS REPORT DESCRIBES CHANGES TO THE FUND THAT OCCURRED DURING THE REPORTING PERIOD. FIDELITY® STOCK SELECTOR LARGE CAP VALUE FUND FID"
1026319,35341,0000035341-25-000093,2025-03-25,2025-01-31,9693,ML_PROBA=0.969297,THRESHOLD=0.50,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0000035341/2025-01-31/000003534125000093/filing8499.htm,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0000035341/2025-01-31/000003534125000093,"ITEM 1. REPORTS TO STOCKHOLDERS ANNUAL SHAREHOLDER REPORT | AS OF JANUARY 31, 2025 THIS REPORT DESCRIBES CHANGES TO THE FUND THAT OCCURRED DURING THE REPORTING PERIOD. FIDELITY® STOCK SELECTOR LARGE CAP VALUE FUND FID"
1026322,1032423,0001398344-25-003195,2025-02-21,2024-12-31,9664,ML_PROBA=0.966422,THRESHOLD=0.50,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0001032423/2024-12-31/000139834425003195/fp0091722-37_ncsrixbrl.htm,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0001032423/2024-12-31/000139834425003195,"ITEM 1. REPORTS TO STOCKHOLDERS. (A) ANNUAL SHAREHOLDER REPORT DECEMBER 31, 2024 DIAMOND HILL SMALL CAP FUND INVESTOR - DHSCX THIS ANNUAL SHAREHOLDER REPORT CONTAINS IMPORTANT INFORMATION ABOUT DIAMOND HILL SMALL CAP FUND"
1026331,1126087,0001193125-25-049346,2025-03-07,2024-12-31,8761,ML_PROBA=0.876150,THRESHOLD=0.50,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0001126087/2024-12-31/000119312525049346/d851308dncsr.htm,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0001126087/2024-12-31/000119312525049346,"M 1. REPORTS TO SHAREHOLDERS. (A) THE REPORTS TO SHAREHOLDERS ARE ATTACHED HEREWITH. BRIGHTHOUSE FUNDS TRUST I AB GLOBAL DYNAMIC ALLOCATION PORTFOLIO : CLASS B ANNUAL SHAREHOLDER REPORT - DECEMBER 31, 2024 THIS ANNUAL SHAREHOLDER REPORT CONTAINS IMPORTANT INFORMATION ABOUT THE AB GLOBAL DYNAMIC ALLOCATION PORTFOLIO (THE ""PORTFOLIO"") FOR THE PE"
1026333,725781,0001145549-25-045432,2025-07-02,2025-04-30,9472,ML_PROBA=0.947229,THRESHOLD=0.50,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0000725781/2025-04-30/000114554925045432/8ddb923acdac8f6.htm,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0000725781/2025-04-30/000114554925045432,"ED TO SHAREHOLDERS PURSUANT TO RULE 30E-1 UNDER THE INVESTMENT COMPANY ACT OF 1940, AS AMENDED (THE ""ACT"") IS AS FOLLOWS: INVESCO COMSTOCK FUND CLASS A : ACSTX ANNUAL SHAREHOLDER REPORT | APRIL 30, 2025 THIS ANNUAL SHAREHOLDER REPORT CONTAINS IMPORTANT INFORMATION ABOUT INVESCO COMSTOCK FUND (THE “FUND”) FOR THE PERIOD MAY 1, 2024 TO APRIL 30,"
1026334,887340,0001193125-25-047731,2025-03-06,2024-12-31,7549,ML_PROBA=0.754909,THRESHOLD=0.50,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0000887340/2024-12-31/000119312525047731/d865287dncsr.htm,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0000887340/2024-12-31/000119312525047731,"CABLE. NOTICES DO NOT INCORPORATE DISCLOSURES FROM THE SHAREHOLDER REPORTS. NYLI VP BOND PORTFOLIO (FORMERLY KNOWN AS MAINSTAY VP BOND PORTFOLIO) INITIAL CLASS ANNUAL SHAREHOLDER REPORT | DECEMBER 31, 2024 THIS ANNUAL SHAREHOLDER REPORT CONTAINS IMPORTANT INFORMATION ABOUT NYLI VP BOND PORTFOLIO (THE ""PORTFOLIO"") FOR THE PERIOD JANUARY 1, 2024"
1026335,908695,0001004726-25-000060,2025-04-30,2025-02-28,9570,ML_PROBA=0.957027,THRESHOLD=0.50,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0000908695/2025-02-28/000100472625000060/primary-document.htm,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0000908695/2025-02-28/000100472625000060,"EDICALSECTORMEMBER 2025-02-28 ISO4217:USD XBRLI:SHARES ISO4217:USD XBRLI:SHARES XBRLI:PURE UTR:D VCM:HOLDING VICTORY CALIFORNIA BOND FUND CLASS A TICKER: UXABX ANNUAL SHAREHOLDER REPORT - FEBRUARY 28, 2025 THE ANNUAL SHAREHOLDER REPORT CONTAINS IMPORTANT INFORMATION ABOUT VICTORY CALIFORNIA BOND FUND (THE ""FUND"") FOR THE PERIOD OF MARCH 1, 202"
1026336,742212,0000742212-25-000006,2025-03-05,2024-12-31,9726,ML_PROBA=0.972584,THRESHOLD=0.50,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0000742212/2024-12-31/000074221225000006/primary-document.htm,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0000742212/2024-12-31/000074221225000006,":FINANCIALSSECTORMEMBER 2024-12-31 ISO4217:USD XBRLI:SHARES ISO4217:USD XBRLI:SHARES XBRLI:PURE UTR:D NWML:HOLDING ASSET ALLOCATION PORTFOLIO DECEMBER 31, 2024 ANNUAL SHAREHOLDER REPORT THIS ANNUAL SHAREHOLDER REPORT CONTAINS IMPORTANT INFORMATION ABOUT THE ASSET ALLOCATION PORTFOLIO (THE ""PORTFOLIO"") FOR THE PERIOD OF 1/1/2024 TO 12/31/2024."
1026337,742212,0000742212-25-000006,2025-03-05,2024-12-31,9726,ML_PROBA=0.972584,THRESHOLD=0.50,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0000742212/2024-12-31/000074221225000006/primary-document.htm,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0000742212/2024-12-31/000074221225000006,":FINANCIALSSECTORMEMBER 2024-12-31 ISO4217:USD XBRLI:SHARES ISO4217:USD XBRLI:SHARES XBRLI:PURE UTR:D NWML:HOLDING ASSET ALLOCATION PORTFOLIO DECEMBER 31, 2024 ANNUAL SHAREHOLDER REPORT THIS ANNUAL SHAREHOLDER REPORT CONTAINS IMPORTANT INFORMATION ABOUT THE ASSET ALLOCATION PORTFOLIO (THE ""PORTFOLIO"") FOR THE PERIOD OF 1/1/2024 TO 12/31/2024."
1026339,742212,0000742212-25-000006,2025-03-05,2024-12-31,9726,ML_PROBA=0.972584,THRESHOLD=0.50,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0000742212/2024-12-31/000074221225000006/primary-document.htm,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0000742212/2024-12-31/000074221225000006,":FINANCIALSSECTORMEMBER 2024-12-31 ISO4217:USD XBRLI:SHARES ISO4217:USD XBRLI:SHARES XBRLI:PURE UTR:D NWML:HOLDING ASSET ALLOCATION PORTFOLIO DECEMBER 31, 2024 ANNUAL SHAREHOLDER REPORT THIS ANNUAL SHAREHOLDER REPORT CONTAINS IMPORTANT INFORMATION ABOUT THE ASSET ALLOCATION PORTFOLIO (THE ""PORTFOLIO"") FOR THE PERIOD OF 1/1/2024 TO 12/31/2024."
1026345,810016,0001193125-25-050655,2025-03-10,2024-12-31,8649,ML_PROBA=0.864906,THRESHOLD=0.50,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0000810016/2024-12-31/000119312525050655/d927215dncsr.htm,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0000810016/2024-12-31/000119312525050655,"T TO RULE 30E-1 UNDER THE INVESTMENT COMPANY ACT OF 1940 IS AS FOLLOWS: MACQUARIE VIP CORE EQUITY SERIES (FORMERLY, DELAWARE IVY VIP CORE EQUITY) SERVICE CLASS ANNUAL SHAREHOLDER REPORT | DECEMBER 31, 2024 THIS ANNUAL SHAREHOLDER REPORT CONTAINS IMPORTANT INFORMATION ABOUT MACQUARIE VIP CORE EQUITY SERIES (SERIES) FOR THE PERIOD OF JANUARY 1,"
1026346,1126087,0001193125-25-049346,2025-03-07,2024-12-31,8761,ML_PROBA=0.876150,THRESHOLD=0.50,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0001126087/2024-12-31/000119312525049346/d851308dncsr.htm,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0001126087/2024-12-31/000119312525049346,"M 1. REPORTS TO SHAREHOLDERS. (A) THE REPORTS TO SHAREHOLDERS ARE ATTACHED HEREWITH. BRIGHTHOUSE FUNDS TRUST I AB GLOBAL DYNAMIC ALLOCATION PORTFOLIO : CLASS B ANNUAL SHAREHOLDER REPORT - DECEMBER 31, 2024 THIS ANNUAL SHAREHOLDER REPORT CONTAINS IMPORTANT INFORMATION ABOUT THE AB GLOBAL DYNAMIC ALLOCATION PORTFOLIO (THE ""PORTFOLIO"") FOR THE PE"
